remark,"CSV-Import-Export"
remark,"Date = Mon Jan 12 06:58:48 2026"
remark,"Version = RSLogix 5000 v19.01"
remark,"Owner = Windows User"
remark,"Company = "
0.3
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,Local:10:C,"","AB:1756_OF8_Float:C:0","",""
TAG,,Local:10:I,"","AB:1756_OF8_Float:I:0","",""
TAG,,Local:10:O,"Rack00 Slot 10 ANALOG OUTPUTS $N0-7","AB:1756_OF8_Float:O:0","",""
COMMENT,,Local:10:O,"LY-802$NV800 FLASH VESSEL PRIMARY INTERFACE LVL CTRL VALVE  (USED WHEN LP1 IS BYPASSED)",,"Local:10:O.CH0DATA"
COMMENT,,Local:10:O,"LXY_801$NV800 FLASH VESSEL SECONDARY INTERFACE LVL CTRL VALVE",,"Local:10:O.CH1DATA"
COMMENT,,Local:10:O,"LY-801$NV800 FLASH VESSEL OIL WEIR BOX CTRL VALVE",,"Local:10:O.CH2DATA"
COMMENT,,Local:10:O,"PY_802B$NV800 FLASH VESSEL PRI PRESSURE CONTROL VALVE $NGAS TO 7D / 1C VAC STSTEM",,"Local:10:O.CH3DATA"
COMMENT,,Local:10:O,"PY-800A $NV800 FLASH VESSEL SEC PRESSURE CONTROL VALVE USED IN NORMAL MODE)",,"Local:10:O.CH4DATA"
COMMENT,,Local:10:O,"PY-800C$NV800 FLASH VESSEL GAS MAKEUP CTRL VALVE",,"Local:10:O.CH5DATA"
COMMENT,,Local:10:O,"RACK00_SLOT10_TABLE[6] SPARE ANALOG OUTPUT",,"Local:10:O.CH6DATA"
COMMENT,,Local:10:O,"RACK00_SLOT10_TABLE[7] SPARE ANALOG OUTPUT",,"Local:10:O.CH7DATA"
TAG,,Local:11:C,"","AB:1756_OF8_Float:C:0","",""
TAG,,Local:11:I,"","AB:1756_OF8_Float:I:0","",""
TAG,,Local:11:O,"Rack00 Slot 11 ANALOG OUTPUTS $N0-7","AB:1756_OF8_Float:O:0","",""
COMMENT,,Local:11:O,"SC_P1$NP1 WATER PUMP VFD CTRL SIGNAL 0-100%",,"Local:11:O.CH0DATA"
COMMENT,,Local:11:O,"SC_P2$NP2 WATER PUMP VFD CTRL SIGNAL 0-100%",,"Local:11:O.CH1DATA"
COMMENT,,Local:11:O,"SC_P4$NP4 OIL PUMP VFD CTRL SIGNAL 0-100%",,"Local:11:O.CH2DATA"
COMMENT,,Local:11:O,"SC_P5$NP5 OIL PUMP VFD CTRL SIGNAL 0-100%",,"Local:11:O.CH3DATA"
COMMENT,,Local:11:O,"P1 P2 WTR PUMPS DISCHARGE RECYCLE INTO TANK T1",,"Local:11:O.CH4DATA"
COMMENT,,Local:11:O,"RACK00_SLOT11_TABLE[5] SPARE ANALOG OUTPUT",,"Local:11:O.CH5DATA"
COMMENT,,Local:11:O,"RACK00_SLOT11_TABLE[6] SPARE ANALOG OUTPUT",,"Local:11:O.CH6DATA"
COMMENT,,Local:11:O,"RACK00_SLOT11_TABLE[7] SPARE ANALOG OUTPUT",,"Local:11:O.CH7DATA"
TAG,,Local:12:C,"","AB:1756_DI:C:0","",""
TAG,,Local:12:I,"Rack00 Slot 12 DISCRETE  INPUTS $N0-15","AB:1756_DI:I:0","",""
COMMENT,,Local:12:I,"Rack00 Slot 12 DISCRETE  INPUTS $N0-15",,"Local:12:I.DATA"
COMMENT,,Local:12:I,"FT_201$NTEST SEPARATOR V 201 METER FLOW PULSER",,"Local:12:I.DATA.0"
COMMENT,,Local:12:I,"FT_301$NTEST SEPARATOR V 301 METER FLOW PULSER",,"Local:12:I.DATA.1"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[2] DISCRETE INPUT",,"Local:12:I.DATA.2"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[3] DISCRETE INPUT",,"Local:12:I.DATA.3"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[4] DISCRETE INPUT",,"Local:12:I.DATA.4"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[5] DISCRETE INPUT",,"Local:12:I.DATA.5"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[6] DISCRETE INPUT",,"Local:12:I.DATA.6"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[7] DISCRETE INPUT",,"Local:12:I.DATA.7"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[8] DISCRETE INPUT",,"Local:12:I.DATA.8"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[9] DISCRETE INPUT",,"Local:12:I.DATA.9"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[10] DISCRETE INPUT",,"Local:12:I.DATA.10"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[11] DISCRETE INPUT",,"Local:12:I.DATA.11"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[12] DISCRETE INPUT",,"Local:12:I.DATA.12"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[13] DISCRETE INPUT",,"Local:12:I.DATA.13"
COMMENT,,Local:12:I,"RACK00_SLOT12_TABLE[14] DISCRETE INPUT",,"Local:12:I.DATA.14"
COMMENT,,Local:12:I,"PLC POWER FAILURE INPUT $N1= OK$N0-POWER LOSS",,"Local:12:I.DATA.15"
TAG,,Local:13:C,"","AB:1756_DI:C:0","",""
TAG,,Local:13:I,"Rack00 Slot 13 DISCRETE OUTPUTS $N0-15","AB:1756_DI:I:0","",""
COMMENT,,Local:13:I,"Rack00 Slot 13 DISCRETE OUTPUTS $N0-15",,"Local:13:I.DATA"
COMMENT,,Local:13:I,"RACK00_SLOT13_TABLE[0] DISCRETE INPUT",,"Local:13:I.DATA.0"
COMMENT,,Local:13:I,"RACK00_SLOT13_TABLE[1] DISCRETE INPUT",,"Local:13:I.DATA.1"
COMMENT,,Local:13:I,"Local:13:I.Data.2$NPSHH-AIR$N1=ok$N0=alarm",,"Local:13:I.DATA.2"
COMMENT,,Local:13:I,"Local:13:I.Data.3$NLSH_301 TEST SEPERATOR#2 LEVEL SWITCH HIGH$N1=ok$N0=alarm",,"Local:13:I.DATA.3"
COMMENT,,Local:13:I,"Local:13:I.Data.4$NLSL_301A TEST SEPERATOR#2 LEVEL SWITCH LOW$N1=ok$N0=alarm",,"Local:13:I.DATA.4"
COMMENT,,Local:13:I,"Spare",,"Local:13:I.DATA.5"
COMMENT,,Local:13:I,"Local:13:I.Data.6$NLSHH_101$NWATER STORAGE TANK T-1 LEVEL SWITCH HIGH HIGH$N1=ok$N0=alarm",,"Local:13:I.DATA.6"
COMMENT,,Local:13:I,"Local:13:I.Data.7$NLSLL_101$NWATER STORAGE TANK T-1 LEVEL SWITCH LOW LOW$N1=ok$N0=alarm",,"Local:13:I.DATA.7"
COMMENT,,Local:13:I,"Spare",,"Local:13:I.DATA.8"
COMMENT,,Local:13:I,"Local:13:I.Data.9$NLSHH_702$NPOOL SEPERATOR V700 INTERFACE LSHH_702$N1=ok$N0=alarm",,"Local:13:I.DATA.9"
COMMENT,,Local:13:I,"PoolSep#1Interface LSLL-702",,"Local:13:I.DATA.10"
COMMENT,,Local:13:I,"Local:13:I.Data.11$NLSHH_701$NPOOL SEPERATOR V700 OIL LSHH_701$N1=ok$N0=alarm",,"Local:13:I.DATA.11"
COMMENT,,Local:13:I,"Local:13:I.Data.12$NLSLL_701$NPOOL SEPERATOR V700 OIL LSLL_701$N1=ok$N0=alarm",,"Local:13:I.DATA.12"
COMMENT,,Local:13:I,"LSH_701$NV700 LP POOL OIL LEVEL SWITCH HIGH 1=OK 0-ALARM",,"Local:13:I.DATA.13"
COMMENT,,Local:13:I,"LSL_701$NV700 LP POOL OIL LEVEL SWITCH LOW 1=OK 0-ALARM",,"Local:13:I.DATA.14"
COMMENT,,Local:13:I,"Spare",,"Local:13:I.DATA.15"
TAG,,Local:14:C,"","AB:1756_DI:C:0","",""
TAG,,Local:14:I,"Rack00 Slot 14 DISCRETE  INPUTS $N0-15","AB:1756_DI:I:0","",""
